"","X","ID","day","beep","obsNumber","missed","Sad","Angry","Disappointed","Ashamed","Anxious","Stressed","Proud","Happy","Content","Relieved"
"273",273,103,1,3,3,1,0,0,0.36,0,0.02,0.34,0.42,0.57,0.4,0.18
"274",274,103,1,4,4,1,0,0,0.29,0,0.14,0.52,0.38,0.61,0.39,0.23
"275",275,103,1,5,5,1,0,0,0.45,0,0.37,0.71,0.16,0.61,0.3,0.13
"276",276,103,1,6,6,1,0,0,0.65,0,0.41,0.54,0.11,0.42,0.11,0.1
"277",277,103,1,7,7,1,0,0,0.16,0.02,0.35,0.59,0.18,0.35,0.3,0.11
"278",278,103,1,8,8,1,0,0,0.62,0.21,0.48,0.79,0.41,0.33,0.36,0.11
"279",279,103,1,9,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280",280,103,1,10,10,1,0,0,0.38,0.07,0.7,0.84,0.4,0.47,0.27,0.14
"281",281,103,2,1,11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282",282,103,2,2,12,1,0,0,0.47,0,0.65,0.59,0.41,0.4,0.29,0.11
"283",283,103,2,3,13,1,0,0,0.43,0,0.3,0.48,0.31,1,0.35,0.2
"284",284,103,2,4,14,1,0,0,0.41,0.16,0.35,0.43,0.52,0.46,0.43,0.2
"285",285,103,2,5,15,1,0,0,0.76,0.49,0.83,0.8,0.22,0.39,0.26,0.08
"286",286,103,2,6,16,1,0.03,0.08,0.8,0.59,0.88,0.92,0.16,0.1,0.06,0.16
"287",287,103,2,7,17,1,0.07,0,0.76,0.79,0.83,0.58,0.23,0.24,0.19,0.09
"288",288,103,2,8,18,1,0,0.11,0.88,0.68,0.98,0.92,0.15,0.18,0.14,0.02
"289",289,103,2,9,19,1,0.25,0.45,0.86,0.81,0.93,0.95,0.1,0.08,0.14,0.14
"290",290,103,2,10,20,1,0.75,0.8,0.89,0.72,0.99,1,0.14,0.05,0.07,0.04
"291",291,103,3,1,21,1,0.21,0.57,0.78,0.05,0,0.03,0.37,0.33,0.49,0.55
"292",292,103,3,2,22,1,0.11,0.64,0.88,0.14,0,0,0.12,0.26,0.36,0.79
"293",293,103,3,3,23,1,0.21,0.63,0.85,0,0,0,0.6,0.56,0.55,0.62
"294",294,103,3,4,24,1,0.18,0.62,0.95,0.74,0,0.47,0.3,0.25,0.3,0.66
"295",295,103,3,5,25,1,0,0,0.99,0.52,0,0.18,0.31,0.64,0.28,0.5
"296",296,103,3,6,26,1,0.29,0.72,0.9,0.59,0,0.15,0.35,0.54,0.37,0.82
"297",297,103,3,7,27,1,0.1,0.5,0.83,0.26,0,0.31,0.24,0.18,0.26,0.62
"298",298,103,3,8,28,1,0,0,0.82,0,0,0.22,0.14,0.18,0.27,0.98
"299",299,103,3,9,29,1,0.2,0.01,1,0.66,0.01,0.01,0.02,0.01,0.01,0
"300",300,103,3,10,30,1,0,0,0.72,0.03,0,0,0.18,0.22,0.25,0.8
"301",301,103,4,1,31,1,0,0.01,0.78,0.12,0.01,0.64,0.35,0.43,0.76,0.7
"302",302,103,4,2,32,1,0,0,0.47,0,0,0,0.36,0.4,0.27,0.99
"303",303,103,4,3,33,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304",304,103,4,4,34,1,0,0,0.55,0,0,0,0.38,0.24,0.33,1
"305",305,103,4,5,35,1,0,0,0.3,0.07,0,0,0.31,0.38,0.27,0.99
"306",306,103,4,6,36,1,0,0,0.74,0,0,0,0.45,0.47,0.48,1
"307",307,103,4,7,37,1,0,0,0.5,0,0,0,0.39,0.33,0.34,1
"308",308,103,4,8,38,1,0,0,0.32,0,0,0,0.42,0.48,0.43,1
"309",309,103,4,9,39,1,0,0,0.94,0,0,0,0.36,0.68,0.41,1
"310",310,103,4,10,40,1,0,0.16,0.64,0,0,0,0.29,0.61,0.42,1
"311",311,103,5,1,41,1,0,0,0.46,0,0,0,0.48,0.41,0.52,1
"312",312,103,5,2,42,1,0,0,0.3,0,0,0,0.54,0.52,0.47,1
"313",313,103,5,3,43,1,0,0,0.5,0,0,0,0.37,0.37,0.44,1
"314",314,103,5,4,44,1,0,0,0.4,0,0,0,0.54,0.77,0.54,1
"315",315,103,5,5,45,1,0,0,0.42,0,0,0,0.5,0.6,0.28,1
"316",316,103,5,6,46,1,0,0,0.35,0,0,0,0.37,0.62,0.42,1
"317",317,103,5,7,47,1,0,0,0.35,0,0,0,0.66,0.57,0.54,1
"318",318,103,5,8,48,1,0,0,0.22,0,0,0,0.44,0.53,0.61,1
"319",319,103,5,9,49,1,0,0,0.33,0,0.01,0,0.4,0.67,0.4,1
"320",320,103,5,10,50,1,0,0,0.36,0,0,0,0.71,0.71,0.58,1
"321",321,103,6,1,51,1,0,0,0.43,0,0,0,0.7,0.67,0.49,1
"322",322,103,6,2,52,1,0,0,0.37,0,0,0,0.64,0.78,0.62,1
"323",323,103,6,3,53,1,0,0,0.66,0,0,0,0.65,0.6,0.53,1
"324",324,103,6,4,54,1,0,0,0.54,0,0,0,0.68,0.66,0.48,1
"325",325,103,6,5,55,1,0,0,0.66,0,0,0,0.53,0.61,0.51,1
"326",326,103,6,6,56,1,0,0,0.59,0,0,0,0.55,0.66,0.56,1
"327",327,103,6,7,57,1,0,0,0.57,0,0,0,0.5,0.68,0.56,1
"328",328,103,6,8,58,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329",329,103,6,9,59,1,0,0,0.52,0,0,0,0.55,0.62,0.5,1
"330",330,103,6,10,60,1,0,0,0.53,0,0,0,0.68,0.77,0.56,1
"331",331,103,7,1,61,1,0,0,0.59,0,0,0,0.55,0.72,0.53,1
"332",332,103,7,2,62,1,0,0,0.52,0,0,0,0.55,0.62,0.52,1
"333",333,103,7,3,63,1,0,0,0.54,0,0,0,0.58,0.67,0.55,1
"334",334,103,7,4,64,1,0,0,0.54,0,0,0,0.54,0.69,0.56,1
"335",335,103,7,5,65,1,0,0,0.54,0,0,0,0.48,0.6,0.55,1
"336",336,103,7,6,66,1,0,0,0.54,0,0,0,0.55,0.62,0.58,1
"337",337,103,7,7,67,1,0,0,0.59,0,0,0,0.54,0.56,0.53,1
"338",338,103,7,8,68,1,0,0,0.45,0,0,0,0.52,0.7,0.56,1
"339",339,103,7,9,69,1,0,0,0.54,0,0,0,0.54,0.6,0.57,1
"340",340,103,7,10,70,1,0,0,0.41,0,0,0,1,0.68,0.58,1
"341",341,103,8,1,71,1,0,0,0.54,0,0,0,0.56,0.59,0.53,1
"342",342,103,8,2,72,1,0,0,0.57,0,0,0,0.52,0.63,0.52,1
"343",343,103,8,3,73,1,0.02,0,0.48,0,0,0,0.5,0.5,0.5,0.99
"344",344,103,8,4,74,1,0,0,0.52,0,0,0,0.57,0.58,0.51,1
"345",345,103,8,5,75,1,0,0,0.48,0,0,0,0.51,0.61,0.56,1
"346",346,103,8,6,76,1,0,0,0.53,0,0,0,0.56,0.56,0.54,1
"347",347,103,8,7,77,1,0,0,0.56,0,0,0,0.57,0.58,0.53,1
"348",348,103,8,8,78,1,0,0,0.56,0,0,0,0.56,0.58,0.53,1
"349",349,103,8,9,79,1,0,0,0.52,0,0,0,0.52,0.48,0.52,1
"350",350,103,8,10,80,1,0,0,0.54,0,0,0,0.51,0.52,0.52,1
"351",351,103,9,1,81,1,0,0,0.54,0,0,0,0.49,0.53,0.57,1
"352",352,103,9,2,82,1,0,0,0.51,0,0,0,0.56,0.56,0.53,1
"353",353,103,9,3,83,1,0,0,0.5,0,0,0,0.55,0.59,0.57,1
"354",354,103,9,4,84,1,0,0,0.48,0,0,0,0.56,0.58,0.6,0.99
"355",355,103,9,5,85,1,0,0,0.45,0,0,0,0.59,0.57,0.59,1
"356",356,103,9,6,86,1,0,0,0.53,0,0,0,0.63,0.57,0.6,1
"357",357,103,9,7,87,1,0,0,0.49,0,0,0,0.64,0.6,0.52,1
"358",358,103,9,8,88,1,0,0,0.49,0,0,0,0.53,0.66,0.59,1
"359",359,103,9,9,89,1,0,0,0.49,0,0,0,0.63,0.6,0.6,1
"360",360,103,9,10,90,1,0,0,0.42,0,0,0,0.6,0.71,0.56,1
"361",361,105,1,1,1,1,0.24,0.31,0.23,0.39,0.19,0.56,0.17,0.26,0.22,0
"362",362,105,1,2,2,1,0.18,0.14,0.17,0.19,0.26,0.65,0.21,0.52,0.06,0.18
"363",363,105,1,3,3,1,0.16,0.17,0.07,0.13,0.17,0.76,0.1,0.19,0.31,0
"364",364,105,1,4,4,1,0.15,0.12,0.13,0.19,0.19,0.83,0.17,0.17,0.11,0.16
"365",365,105,1,5,5,1,0.07,0.1,0.18,0.26,0.19,0.17,0.18,0.34,0.21,0.18
"366",366,105,1,6,6,1,0.14,0.14,0.22,0.15,0.21,0.64,0.33,0.18,0.18,0
"367",367,105,1,7,7,1,0.16,0.11,0.12,0.21,0.49,0.77,0.15,0.17,0.27,0.16
"368",368,105,1,8,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"369",369,105,1,9,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"370",370,105,1,10,10,1,0.17,0.23,0.23,0.17,0.18,0.73,0.16,0.19,0.17,0.17
"371",371,105,2,1,11,1,0.19,0.19,0.24,0.15,0.72,0.75,0.37,0.63,0.1,0.11
"372",372,105,2,2,12,1,0.18,0.16,0.3,0.12,0.25,0.85,0.14,0.16,0.12,0.3
"373",373,105,2,3,13,1,0.3,0.24,0.33,0.09,0.36,0.85,0.25,0.2,0.2,0.26
"374",374,105,2,4,14,1,0.16,0.22,0.23,0.28,0.28,0.78,0.18,0.21,0.11,0.2
"375",375,105,2,5,15,1,0.24,0.21,0.15,0.24,0.21,0.81,0.18,0.24,0.2,0.21
"376",376,105,2,6,16,1,0.15,0.12,0.1,0.11,0.12,0.55,0.52,0.57,0.66,0.29
"377",377,105,2,7,17,1,0.31,0.17,0.29,0.12,0.46,0.74,0.21,0.21,0.4,0.18
"378",378,105,2,8,18,1,0.22,0.32,0.28,0.11,0.22,0.76,0.26,0.28,0.09,0.21
"379",379,105,2,9,19,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"380",380,105,2,10,20,1,0.17,0.23,0.14,0.13,0.19,0.77,0.22,0.24,0.15,0.15
"381",381,105,3,1,21,1,0.56,0.58,0.21,0.16,0.62,1,0.2,0,0.09,0.12
"382",382,105,3,2,22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"383",383,105,3,3,23,1,0.77,0.51,0.9,0.86,0.11,0.08,0.1,0.07,0.1,0.58
"384",384,105,3,4,24,1,0.81,0.46,1,0.85,0.48,0.09,0.11,0.09,0,0
"385",385,105,3,5,25,1,0.75,0.68,1,0.99,0.83,0,0.14,0.19,0,0
"386",386,105,3,6,26,1,0.76,0.74,0.9,0.95,0.3,0.89,0.24,0.29,0.08,0.27
"387",387,105,3,7,27,1,0.8,0.76,0.98,0.92,0.77,0.67,0.1,0.08,0.19,0.24
"388",388,105,3,8,28,1,0.91,0.9,0.89,0.97,0.72,0.9,0.2,0.15,0.15,0.13
"389",389,105,3,9,29,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"390",390,105,3,10,30,1,0.63,1,1,0.99,0.62,0.87,0.11,0.14,0.14,0.14
"391",391,105,4,1,31,1,0.69,0.71,0.95,0.88,0.76,0.94,0.1,0.15,0.02,0.13
"392",392,105,4,2,32,1,0.62,0.52,0.83,0.86,0.77,0.84,0.18,0.24,0.1,0.16
"393",393,105,4,3,33,1,0.51,0.61,0.74,0.8,0.56,0.74,0.3,0.26,0.07,0.6
"394",394,105,4,4,34,1,0.71,0.65,0.58,0.68,0.7,0.76,0.21,0.31,0.17,0.28
"395",395,105,4,5,35,1,0.65,0.68,0.63,0.92,0.69,0.78,0.25,0.19,0.17,0.16
"396",396,105,4,6,36,1,0.57,0.49,0.58,0.51,0.52,0.52,0.46,0.52,0.55,0.32
"397",397,105,4,7,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"398",398,105,4,8,38,1,0.51,0.47,0.78,0.64,0.5,0.64,0.14,0.19,0.28,0.82
"399",399,105,4,9,39,1,0.63,0.22,0.46,0.2,0.33,0.79,0.25,0.26,0.21,0.2
"400",400,105,4,10,40,1,0.16,0.61,0.55,0.16,0.1,0.56,0.71,0.13,0.12,0.21
"401",401,105,5,1,41,1,0.13,0.19,0.64,0.57,0.66,0.61,0.1,0.23,0.23,0.13
"402",402,105,5,2,42,1,0.49,0.47,0.68,0.85,0.31,0.67,0.27,0.21,0.47,0.25
"403",403,105,5,3,43,1,0.6,0.47,1,0.94,0.69,0.49,0.26,0.4,0.17,0.17
"404",404,105,5,4,44,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"405",405,105,5,5,45,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406",406,105,5,6,46,1,0.52,0.35,0.64,0.33,0.62,0.59,0.56,0.51,0.37,0.59
"407",407,105,5,7,47,1,0.23,0.37,0.82,0.82,0.58,0.57,0.54,0.28,0.32,0.26
"408",408,105,5,8,48,1,0.11,0.24,0.85,0.91,0.46,0.93,0.22,0.45,0.18,0.45
"409",409,105,5,9,49,1,0.69,0.52,0.48,0.19,0.56,0.64,0.25,0.28,0.2,0.18
"410",410,105,5,10,50,1,0.35,0.44,0.82,0.8,0.2,0.84,0.16,0.68,0.16,0.56
"411",411,105,6,1,51,1,0.74,0.59,0.84,0.82,0.81,0.74,0.09,0.11,0.2,0.18
"412",412,105,6,2,52,1,0.65,0.72,0.62,0.7,0.46,0.86,0.22,0.16,0.22,0.24
"413",413,105,6,3,53,1,0.51,0.16,0.79,0.72,0.68,0.52,0.2,0.53,0.23,0.51
"414",414,105,6,4,54,1,0.47,0.4,0.46,0.55,0.48,0.48,0.5,0.54,0.53,0.43
"415",415,105,6,5,55,1,0.28,0.44,0.69,0.34,0.46,0.74,0.14,0.36,0.12,0.28
"416",416,105,6,6,56,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"417",417,105,6,7,57,1,0.62,0.69,0.73,0.68,0.52,0.81,0.18,0.46,0.09,0.13
"418",418,105,6,8,58,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"419",419,105,6,9,59,1,0.54,0.6,0.98,0.98,0.41,0.9,0.2,0.22,0.11,0.21
"420",420,105,6,10,60,1,0.65,0.74,0.95,0.99,0.7,0.91,0.1,0.24,0.12,0.15
"421",421,105,7,1,61,1,0.67,0.74,0.82,0.81,0.54,0.85,0.15,0.21,0.08,0.76
"422",422,105,7,2,62,1,0.18,0.14,0.82,0.75,0.43,0.69,0.11,0.6,0.14,0.12
"423",423,105,7,3,63,1,0.8,0.76,0.69,0.76,0.44,0.81,0.14,0.14,0.13,0.3
"424",424,105,7,4,64,1,0.67,0.71,0.67,0.73,0.29,0.78,0.2,0.18,0.48,0.32
"425",425,105,7,5,65,1,0.18,0.14,0.65,0.61,0.48,0.49,0.25,0.66,0.19,0.16
"426",426,105,7,6,66,1,0.14,0.75,0.74,0.71,0.69,0.83,0.13,0.21,0.14,0.12
"427",427,105,7,7,67,1,0.22,0.33,0.2,0.33,0.35,0.65,0.29,0.53,0.24,0.26
"428",428,105,7,8,68,1,0.52,0.66,0.74,0.83,0.7,0.74,0.17,0.18,0.18,0.2
"429",429,105,7,9,69,1,0.72,0.36,0.74,0.82,0.51,0.8,0.14,0.2,0.27,0.14
"430",430,105,7,10,70,1,0.7,0.65,0.79,0.73,0.52,0.8,0.02,0.54,0.11,0.3
"431",431,105,8,1,71,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"432",432,105,8,2,72,1,0.16,0.17,0.74,0.43,0.12,0.63,0.16,0.28,0.14,0.17
"433",433,105,8,3,73,1,0.25,0.17,0.78,0.6,0.2,0.65,0.17,0.23,0.13,0.18
"434",434,105,8,4,74,1,0.24,0.3,0.29,0.26,0.23,0.34,0.27,0.28,0.22,0.43
"435",435,105,8,5,75,1,0.13,0.18,0.87,0.34,0.32,0.72,0.39,0.26,0.18,0.22
"436",436,105,8,6,76,1,0.12,0.16,0.69,0.71,0.12,0.77,0.1,0.15,0.11,0.21
"437",437,105,8,7,77,1,0.46,0.63,0.44,0.65,0.52,0.46,0.43,0.47,0.6,0.55
"438",438,105,8,8,78,1,0.11,0.16,0.1,0.09,0.69,0.71,0.12,0.55,0.06,0.49
"439",439,105,8,9,79,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440",440,105,8,10,80,1,0.5,0.12,0.88,0.54,0.06,0.71,0.09,0.14,0.1,0.16
"441",441,105,9,1,81,1,0.18,0.16,0.7,0.66,0.04,0.43,0.12,0.27,0.07,0.32
"442",442,105,9,2,82,1,0.53,0.51,0.71,0.09,0.26,0.15,0.49,0.78,0.67,0.6
"443",443,105,9,3,83,1,0.47,0.48,0.8,0.39,0.28,0.71,0.41,0.35,0.22,0.27
"444",444,105,9,4,84,1,0.45,0.35,0.68,0.78,0.49,0.52,0.2,0.24,0.16,0.13
"445",445,105,9,5,85,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446",446,105,9,6,86,1,0.43,0.55,0.73,0.68,0.33,0.71,0.16,0.37,0.38,0.16
"447",447,105,9,7,87,1,0.48,0.05,0.49,0.12,0.48,0.69,0.15,0.19,0.16,0.46
"448",448,105,9,8,88,1,0.07,0.34,0.35,0.18,0.44,0.28,0.27,0.3,0.31,0.48
"449",449,105,9,9,89,1,0.49,0.16,0.82,0.88,0.1,0.8,0.08,0.24,0.49,0.12
"450",450,105,9,10,90,1,0.14,0.12,0.81,0.83,0.12,0.49,0.08,0.34,0.09,0.1
"451",451,106,1,1,1,1,0.55,0.15,0.67,0.68,0.75,0.78,0.08,0.17,0.22,0.12
"452",452,106,1,2,2,1,0.53,0.28,0.7,0.54,0.65,0.67,0.31,0.37,0.43,0.24
"453",453,106,1,3,3,1,0.78,0.57,0.69,0.68,0.7,0.72,0.2,0.19,0.37,0.22
"454",454,106,1,4,4,1,0.38,0.56,0.67,0.61,0.74,0.65,0.26,0.28,0.13,0.22
"455",455,106,1,5,5,1,0.41,0.5,0.72,0.5,0.68,0.69,0.24,0.22,0.15,0.27
"456",456,106,1,6,6,1,0.65,0.42,0.87,0.79,0.88,0.82,0.08,0.16,0.05,0.07
"457",457,106,1,7,7,1,0.14,0.36,0.75,0.58,0.7,0.76,0.21,0.14,0.2,0.2
"458",458,106,1,8,8,1,0.6,0.56,0.49,0.68,0.7,0.68,0.41,0.17,0.28,0.24
"459",459,106,1,9,9,1,0.65,0.13,0.79,0.54,0.81,0.66,0.21,0.27,0.24,0.28
"460",460,106,1,10,10,1,0.26,0.52,0.81,0.54,0.75,0.76,0.17,0.15,0.13,0.18
"461",461,106,2,1,11,1,0.42,0.24,0.76,0.72,0.8,0.69,0.18,0.11,0.1,0.25
"462",462,106,2,2,12,1,0.79,0.31,0.7,0.8,0.82,0.71,0.11,0.22,0.12,0.08
"463",463,106,2,3,13,1,0.5,0.5,0.81,0.79,0.81,0.7,0.26,0.45,0.2,0.29
"464",464,106,2,4,14,1,0.64,0.27,0.77,0.77,0.84,0.8,0.12,0.15,0.16,0.1
"465",465,106,2,5,15,1,0.59,0.54,0.76,0.73,0.84,0.77,0.18,0.14,0.19,0.2
"466",466,106,2,6,16,1,0.74,0.24,0.73,0.74,0.78,0.78,0.27,0.3,0.26,0.16
"467",467,106,2,7,17,1,0.69,0.27,0.71,0.73,0.76,0.77,0.23,0.22,0.49,0.23
"468",468,106,2,8,18,1,0.19,0.2,0.74,0.79,0.81,0.79,0.27,0.18,0.26,0.27
"469",469,106,2,9,19,1,0.47,0.21,0.88,0.8,0.86,0.86,0.22,0.18,0.16,0.13
"470",470,106,2,10,20,1,0.35,0.69,0.85,0.73,0.71,0.88,0.29,0.41,0.22,0.23
"471",471,106,3,1,21,1,0.8,0.37,0.88,0.8,0.85,0.9,0.17,0.54,0.22,0.37
"472",472,106,3,2,22,1,0.73,0.19,0.16,0.85,0.96,1,0.15,0.17,0,0.19
"473",473,106,3,3,23,1,0.93,0.22,0.93,0.79,1,1,0.14,0.16,0.12,0.16
"474",474,106,3,4,24,1,0.88,0.22,0.97,0.91,0.91,0.93,0.12,0.14,0.14,0.14
"475",475,106,3,5,25,1,0.74,0.72,0.86,0.73,0.94,0.87,0.21,0.15,0.84,0.12
"476",476,106,3,6,26,1,0.84,0.85,0.93,0.8,0.96,0.9,0.14,0.15,0.11,0.13
"477",477,106,3,7,27,1,0.2,0.33,0.73,0.81,0.89,0.87,0.2,0.09,0.14,0.1
"478",478,106,3,8,28,1,0.45,0.03,0.29,0.27,0.08,0.35,0.55,0.4,0.56,0.54
"479",479,106,3,9,29,1,0.23,0.11,0.37,0.32,0.28,0.55,0.54,0.07,0.65,0.53
"480",480,106,3,10,30,1,0.25,0.32,0.39,0.46,0.38,0.45,0.46,0.52,0.54,0.41
"481",481,106,4,1,31,1,0.19,0.25,0.16,0.22,0.22,0.63,0.48,0.69,0.23,0.56
"482",482,106,4,2,32,1,0.28,0.28,0.29,0.36,0.27,0.27,0.53,0.56,0.55,0.55
"483",483,106,4,3,33,1,0.52,0.49,0.52,0.52,0.6,0.58,0.42,0.49,0.48,0.56
"484",484,106,4,4,34,1,0.51,0.27,0.48,0.5,0.43,0.48,0.62,0.57,0.64,0.67
"485",485,106,4,5,35,1,0.52,0.35,0.29,0.64,0.52,0.6,0.45,0.52,0.37,0.53
"486",486,106,4,6,36,1,0.26,0.17,0.34,0.26,0.52,0.4,0.62,0.31,0.37,0.77
"487",487,106,4,7,37,1,0.35,0.21,0.32,0.34,0.28,0.38,0.65,0.48,0.57,0.64
"488",488,106,4,8,38,1,0.17,0.24,0.41,0.36,0.45,0.36,0.59,0.52,0.58,0.2
"489",489,106,4,9,39,1,0.24,0.31,0.21,0.29,0.4,0.44,0.64,0.77,0.33,0.41
"490",490,106,4,10,40,1,0.4,0.39,0.36,0.33,0.27,0.31,0.58,0.63,0.54,0.28
"491",491,106,5,1,41,1,0.37,0.19,0.22,0.23,0.39,0.61,0.52,0.53,0.44,0.61
"492",492,106,5,2,42,1,0.46,0.31,0.38,0.33,0.2,0.5,0.28,0.51,0.62,0.43
"493",493,106,5,3,43,1,0.52,0.46,0.29,0.13,0.14,0.32,0.68,0.64,0.72,0.7
"494",494,106,5,4,44,1,0.26,0.32,0.43,0.43,0.31,0.24,0.64,0.62,0.7,0.59
"495",495,106,5,5,45,1,0.23,0.26,0.22,0.24,0.33,0.27,0.62,0.61,0.56,0.29
"496",496,106,5,6,46,1,0.18,0.26,0.22,0.19,0.24,0.23,0.61,0.64,0.5,0.58
"497",497,106,5,7,47,1,0.29,0.42,0.4,0.14,0.24,0.3,0.63,0.5,0.51,0.72
"498",498,106,5,8,48,1,0.25,0.32,0.21,0.25,0.3,0.53,0.57,0.49,0.43,0.51
"499",499,106,5,9,49,1,0.16,0.32,0.63,0.47,0.4,0.39,0.49,0.56,0.42,0.62
"500",500,106,5,10,50,1,0.56,0.18,0.27,0.2,0.51,0.47,0.53,0.57,0.55,0.18
"501",501,106,6,1,51,1,0.44,0.21,0.34,0.3,0.16,0.26,0.53,0.57,0.71,0.61
"502",502,106,6,2,52,1,0.47,0.31,0.18,0.09,0.36,0.34,0.6,0.71,0.57,0.34
"503",503,106,6,3,53,1,0.24,0.16,0.22,0.33,0.14,0.23,0.58,0.61,0.78,0.4
"504",504,106,6,4,54,1,0.17,0.35,0.27,0.33,0.25,0.28,0.7,0.58,0.74,0.64
"505",505,106,6,5,55,1,0.2,0.12,0.39,0.22,0.2,0.36,0.66,0.65,0.6,0.66
"506",506,106,6,6,56,1,0.19,0.22,0.67,0.24,0.25,0.3,0.62,0.72,0.65,0.17
"507",507,106,6,7,57,1,0.32,0.44,0.31,0.43,0.36,0.5,0.51,0.45,0.59,0.66
"508",508,106,6,8,58,1,0.31,0.5,0.44,0.4,0.42,0.5,0.58,0.6,0.41,0.64
"509",509,106,6,9,59,1,0.59,0.3,0.3,0.3,0.24,0.56,0.62,0.79,0.7,0.4
"510",510,106,6,10,60,1,0.34,0.3,0.27,0.3,0.28,0.32,0.62,0.52,0.62,0.71
"511",511,106,7,1,61,1,0.31,0.19,0.18,0.19,0.26,0.17,0.59,0.67,0.69,0.68
"512",512,106,7,2,62,1,0.34,0.68,0.34,0.19,0.46,0.32,0.77,0.58,0.43,0.45
"513",513,106,7,3,63,1,0.34,0.19,0.29,0.27,0.39,0.33,0.53,0.68,0.28,0.47
"514",514,106,7,4,64,1,0.25,0.25,0.25,0.16,0.18,0.2,0.62,0.58,0.75,0.14
"515",515,106,7,5,65,1,0.38,0.41,0.16,0.08,0.24,0.15,0.57,0.55,0.58,0.61
"516",516,106,7,6,66,1,0.3,0.29,0.33,0.31,0.35,0.26,0.59,0.63,0.58,0.5
"517",517,106,7,7,67,1,0.17,0.22,0.14,0.24,0.16,0.21,0.66,0.58,0.66,0.74
"518",518,106,7,8,68,1,0.36,0.34,0.2,0.66,0.22,0.28,0.45,0.59,0.61,0.3
"519",519,106,7,9,69,1,0.32,0.35,0.31,0.35,0.38,0.52,0.4,0.56,0.69,0.41
"520",520,106,7,10,70,1,0.26,0.23,0.2,0.26,0.23,0.22,0.62,0.61,0.59,0.67
"521",521,106,8,1,71,1,0.28,0.32,0.36,0.31,0.16,0.24,0.57,0.65,0.43,0.33
"522",522,106,8,2,72,1,0.28,0.29,0.25,0.24,0.3,0.25,0.58,0.62,0.59,0.16
"523",523,106,8,3,73,1,0.36,0.5,0.46,0.12,0.3,0.23,0.6,0.13,0.21,0.26
"524",524,106,8,4,74,1,0.36,0.32,0.24,0.32,0.32,0.27,0.6,0.66,0.48,0.3
"525",525,106,8,5,75,1,0.38,0.32,0.51,0.32,0.2,0.22,0.58,0.5,0.48,0.46
"526",526,106,8,6,76,1,0.16,0.14,0.2,0,0.16,0.19,0.54,0.26,0.61,0.2
"527",527,106,8,7,77,1,0.29,0.25,0.25,0.3,0.24,0.32,0.66,0.57,0.46,0.74
"528",528,106,8,8,78,1,0.35,0.32,0.4,0.35,0.26,0.37,0.58,0.54,0.49,0.48
"529",529,106,8,9,79,1,0.28,0.4,0.25,0.26,0.24,0.34,0.43,0.29,0.49,0.58
"530",530,106,8,10,80,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"531",531,106,9,1,81,1,0.21,0.58,0.12,0.24,0.26,0.32,0.58,0.59,0.28,0.55
"532",532,106,9,2,82,1,0.32,0.16,0.28,0.18,0.15,0.28,0.59,0.57,0.64,0.56
"533",533,106,9,3,83,1,0.5,0.54,0.4,0.48,0.52,0.53,0.6,0.55,0.57,0.55
"534",534,106,9,4,84,1,0.17,0.24,0.33,0.29,0.35,0.16,0.64,0.62,0.59,0.68
"535",535,106,9,5,85,1,0.23,0.24,0.18,0.21,0.26,0.21,0.65,0.51,0.57,0.58
"536",536,106,9,6,86,1,0.3,0.09,0.26,0.17,0.29,0.08,0.61,0.52,0.26,0.51
"537",537,106,9,7,87,1,0.17,0.18,0.28,0.18,0.28,0.27,0.49,0.53,0.5,0.54
"538",538,106,9,8,88,1,0.26,0.36,0.12,0.29,0.13,0.24,0.47,0.39,0.59,0.65
"539",539,106,9,9,89,1,0.07,0.09,0.07,0.06,0.09,0.23,0.48,0.54,0.49,0.61
"540",540,106,9,10,90,1,0.3,0.22,0.16,0.36,0.32,0.14,0.64,0.4,0.56,0.53
"541",541,108,1,1,1,1,0.14,0.2,0.1,0.1,0.5,0.62,0.08,0.13,0.07,0.06
"542",542,108,1,2,2,1,0.37,0.14,0.37,0.29,0.34,0.59,0.05,0.08,0.14,0.31
"543",543,108,1,3,3,1,0.45,0.07,0.65,0.24,0.21,0.62,0.32,0.12,0.26,0.21
