"","X","ID","day","beep","obsNumber","missed","Angry","Anxiety","Guilty","Sad","Happy","Relaxed","Confident"
"4408",4408,62,7,7,72,0,0.21,0.28,0.19,0.18,0.64,0.64,0.65
"4409",4409,62,7,8,73,0,0.15,0.21,0.17,0.16,0.59,0.66,0.59
"4410",4410,62,7,9,74,0,0.14,0.24,0.13,0.18,0.65,0.68,0.62
"4411",4411,62,8,1,75,0,0.36,0.22,0.16,0.15,0.67,0.61,0.6
"4412",4412,63,1,1,0,0,0,0.04,0.02,0,0.66,0.86,0.79
"4413",4413,63,1,2,1,0,0.2,1,1,0.67,0.15,0,0
"4414",4414,63,1,3,2,0,0,1,0.72,0.72,0.12,0,0
"4415",4415,63,1,4,3,0,0,0.69,0,0.1,0.11,0.75,0.3
"4416",4416,63,1,5,4,0,NA,NA,NA,NA,NA,NA,NA
"4417",4417,63,1,6,5,0,0,0.02,0.59,0,0.79,0.89,0.26
"4418",4418,63,1,7,6,0,0,0,0,0,1,1,0.98
"4419",4419,63,1,8,7,0,0,0,0,0,1,1,1
"4420",4420,63,2,1,8,0,0.07,0.66,0.18,0.1,0.35,0.2,0.2
"4421",4421,63,2,2,9,0,0,0.09,0,0,0.79,0.74,0.76
"4422",4422,63,2,3,10,0,0.01,0.71,1,0,0.4,0.78,0.18
"4423",4423,63,2,4,11,0,0.01,0.9,0,0.41,0.02,0.09,0.11
"4424",4424,63,2,5,12,0,0.8,0.97,0.23,0.76,0.13,0.02,0
"4425",4425,63,2,6,13,0,0.8,1,0.87,0.64,0,0,0
"4426",4426,63,2,7,14,0,0.7,1,0.7,0.88,0.17,0,0
"4427",4427,63,2,8,15,0,0.62,0.7,1,0.71,0.1,0.12,0.25
"4428",4428,63,2,9,16,0,0.12,0.13,0.71,0,0.74,0.68,0.63
"4429",4429,63,2,10,17,0,0.83,0.66,1,0.11,0.22,0.17,0.2
"4430",4430,63,2,11,18,1,NA,NA,NA,NA,NA,NA,NA
"4431",4431,63,3,1,19,0,0.75,0,0,0.01,0.81,0.7,1
"4432",4432,63,3,2,20,1,NA,NA,NA,NA,NA,NA,NA
"4433",4433,63,3,3,21,0,0,0.71,0.01,0,0.33,0.85,0.69
"4434",4434,63,3,4,22,0,0.61,0.76,0.03,0.63,0.24,0.03,0.12
"4435",4435,63,3,5,23,0,0.09,0,0,0.05,0.93,0.69,0.8
"4436",4436,63,3,6,24,0,1,0.15,0,1,0.04,0.17,0.05
"4437",4437,63,3,7,25,0,0.07,0.24,0,0.04,0.77,0.98,0.82
"4438",4438,63,3,8,26,0,0,0,0,0,1,0.83,0.79
"4439",4439,63,3,9,27,0,0,0,0,0,1,1,0.78
"4440",4440,63,3,10,28,0,0,0.03,0,0,0.98,0.86,0.82
"4441",4441,63,4,1,29,0,0,0,0,0,0.74,0.22,0.65
"4442",4442,63,4,2,30,0,0.05,0.06,0.08,0.03,0.9,0.83,0.82
"4443",4443,63,4,3,31,0,0,0,0.45,0.02,0.9,0.74,0.7
"4444",4444,63,4,4,32,1,NA,NA,NA,NA,NA,NA,NA
"4445",4445,63,4,5,33,1,NA,NA,NA,NA,NA,NA,NA
"4446",4446,63,4,6,34,0,0.06,0.02,0.66,0.06,0.93,0.69,0.66
"4447",4447,63,4,7,35,0,0.13,0.94,0.98,0.12,0.09,0.15,0.13
"4448",4448,63,4,8,36,0,0,0.73,1,0,0.97,0.99,0.32
"4449",4449,63,4,9,37,0,0.06,0.29,1,0.15,0.76,0.76,0.66
"4450",4450,63,4,10,38,1,NA,NA,NA,NA,NA,NA,NA
"4451",4451,63,4,11,39,1,NA,NA,NA,NA,NA,NA,NA
"4452",4452,63,5,1,40,0,0.58,0.99,1,0.17,0.15,0.06,0.01
"4453",4453,63,5,2,41,0,0.59,1,0.31,0.1,0,0,0
"4454",4454,63,5,3,42,0,0.2,1,0.15,0.75,0.12,0.26,0
"4455",4455,63,5,4,43,0,0.12,0.04,0.99,0.08,0.21,0.82,0.19
"4456",4456,63,5,5,44,1,NA,NA,NA,NA,NA,NA,NA
"4457",4457,63,5,6,45,0,0.03,0.78,0,0.06,0.64,0.79,0.71
"4458",4458,63,5,7,46,0,0.1,0,0.16,0,1,0.66,0.23
"4459",4459,63,5,8,47,0,0.19,0.78,0.21,0.15,0.04,0.13,0
"4460",4460,63,5,9,48,0,0.62,0.72,0.74,0.69,0.08,0.01,0.22
"4461",4461,63,5,10,49,1,NA,NA,NA,NA,NA,NA,NA
"4462",4462,63,6,1,50,0,0.8,1,0.02,0.08,0.14,0,0
"4463",4463,63,6,2,51,0,0.11,0.08,0.05,0.05,0.84,0.1,1
"4464",4464,63,6,3,52,1,NA,NA,NA,NA,NA,NA,NA
"4465",4465,63,6,4,53,0,0.67,0.77,0.16,0.91,0.17,0,0
"4466",4466,63,6,5,54,0,0.68,0.98,0.63,0.77,0.09,0.17,0
"4467",4467,63,6,6,55,0,0.24,0,0,0,1,0.8,0.66
"4468",4468,63,6,7,56,1,NA,NA,NA,NA,NA,NA,NA
"4469",4469,63,6,8,57,0,0.16,0.77,0.83,0.15,0.2,0.71,0.27
"4470",4470,63,6,9,58,1,NA,NA,NA,NA,NA,NA,NA
"4471",4471,63,6,10,59,1,NA,NA,NA,NA,NA,NA,NA
"4472",4472,63,6,11,60,1,NA,NA,NA,NA,NA,NA,NA
"4473",4473,63,7,1,61,0,0.83,0.15,0.7,0.07,0.69,0.71,0.75
"4474",4474,63,7,2,62,0,0,0.76,0.87,0.11,0.13,0.29,0.21
"4475",4475,63,7,3,63,0,0.71,1,1,0.88,0.19,0,0.12
"4476",4476,63,7,4,64,0,0.85,0.86,0.97,0.04,0.13,0.83,0.16
"4477",4477,63,7,5,65,0,0.81,0.84,1,0.03,0.82,0.07,0.23
"4478",4478,63,7,6,66,0,0.96,0.96,1,0.1,0.17,0,0.22
"4479",4479,63,7,7,67,0,0.86,0.94,1,0.04,0.76,0.16,0.12
"4480",4480,63,7,8,68,0,0.8,0.92,0.82,0.7,0.05,0.14,0.3
"4481",4481,63,7,9,69,0,0.77,1,1,0.14,0.15,0.17,0.19
"4482",4482,63,7,10,70,0,0.61,0.41,0.31,0.58,0.38,0.5,0.67
"4483",4483,63,8,1,71,0,0.23,0.78,0.65,0.03,0.58,0.7,0.68
"4484",4484,63,8,2,72,0,0,0.2,0.24,0,1,0.85,0.7
"4485",4485,63,8,3,73,0,0.01,0.26,0.94,0.01,1,1,0.99
"4486",4486,63,8,4,74,0,0.02,0,0,0.01,0.98,0.9,0.77
"4487",4487,63,8,5,76,1,NA,NA,NA,NA,NA,NA,NA
"4488",4488,63,8,6,77,1,NA,NA,NA,NA,NA,NA,NA
"4489",4489,63,8,7,78,1,NA,NA,NA,NA,NA,NA,NA
"4490",4490,64,1,1,0,0,0.09,0.42,0,0.29,0.45,0.58,0.61
"4491",4491,64,1,2,1,0,0,0,0,0,0.78,0.9,0.71
"4492",4492,64,1,3,2,0,0,0.36,0,0.26,0.55,0.34,0.65
"4493",4493,64,1,4,3,0,0,0.18,0,0,0.45,0.68,0.64
"4494",4494,64,1,5,4,0,0.16,0,0.04,0,0.76,0.73,0.86
"4495",4495,64,1,6,5,0,0.05,0.27,0,0,0.46,0.33,0.5
"4496",4496,64,1,7,6,0,0,0.29,0,0,0.68,0.26,0.76
"4497",4497,64,1,8,7,0,0.01,0.16,0,0,0.75,0,0.53
"4498",4498,64,1,9,8,0,0,0.62,0.2,0,0.72,0.25,0.61
"4499",4499,64,1,10,9,0,0,0.26,0,0.99,0.72,0.81,0.68
"4500",4500,64,2,1,10,0,0,0,0,0.02,0.57,0.97,0.31
"4501",4501,64,2,2,11,0,0.02,0.23,0,0.02,0.26,0.63,0.68
"4502",4502,64,2,3,12,0,0,0.25,0.1,0,0.59,0.81,0.67
"4503",4503,64,2,4,13,1,NA,NA,NA,NA,NA,NA,NA
"4504",4504,64,2,5,14,0,0,0.21,0.2,0,0.29,0,0.41
"4505",4505,64,2,6,15,1,NA,NA,NA,NA,NA,NA,NA
"4506",4506,64,2,7,16,0,0.07,0,0,0,0.68,0.76,1
"4507",4507,64,2,8,17,0,0,0.17,0,0,0.98,0.81,0.74
"4508",4508,64,2,9,18,0,0,0.01,0.97,0,1,0.01,0.76
"4509",4509,64,2,10,19,0,0,0.18,0.73,0.18,0.67,0.2,0.16
"4510",4510,64,3,1,20,0,0.05,0.21,0.29,0,0.77,0.01,0.77
"4511",4511,64,3,2,21,0,0.16,0,0.26,0.07,0.85,0.66,0.22
"4512",4512,64,3,3,22,0,0.11,0.14,0,0.1,1,0.79,0.76
"4513",4513,64,3,4,23,0,0.51,0.29,0.16,0.34,0.22,0.66,0.69
"4514",4514,64,3,5,24,0,0.27,0.2,0.26,0.16,0.64,0.05,0.33
"4515",4515,64,3,6,25,0,0,0.2,0.2,0,0.72,0.05,0.64
"4516",4516,64,3,7,26,0,0.11,0.18,0.14,0.09,0.77,0.14,0.14
"4517",4517,64,3,8,27,0,0.7,0.15,0.3,0.17,0.64,0.1,0.61
"4518",4518,64,3,9,28,0,0.07,0,0.01,0.17,0.4,0.03,0.43
"4519",4519,64,3,10,29,0,0,0.12,0,0.19,0.11,0,0.17
"4520",4520,64,4,1,30,0,0.21,0.29,0.17,0.22,0.79,0,0.67
"4521",4521,64,4,2,31,0,0.24,0.17,0.06,0.1,0.76,0.11,0.6
"4522",4522,64,4,3,32,0,0.22,0.23,0.75,0.16,0.32,0.07,0.3
"4523",4523,64,4,4,33,0,0.27,0.61,0.01,0.38,0.43,0.28,0.31
"4524",4524,64,4,5,34,0,0.34,0.61,0.62,0.25,0.37,0.64,0.27
"4525",4525,64,4,6,35,0,0.4,0.35,0.3,0.13,0.67,0.16,0.32
"4526",4526,64,4,7,36,0,0.26,0.19,0.52,0.1,0.73,0.02,0.31
"4527",4527,64,4,8,37,0,0.32,0.66,0.17,0.02,0,0.29,0
"4528",4528,64,4,9,38,0,0,0.22,0.02,0,0.26,0.33,0.31
"4529",4529,64,4,10,39,0,0.27,0.29,0.31,0.35,0.25,0.34,0.32
"4530",4530,64,5,1,40,0,0.36,0.59,0.05,0.23,0.28,0.18,0.09
"4531",4531,64,5,2,41,0,0.02,0.56,0.13,0,0.04,0.22,0.16
"4532",4532,64,5,3,42,0,0.21,0.14,0.37,0.33,0.17,0,0.04
"4533",4533,64,5,4,43,0,0.09,0.14,0.11,0.3,0.57,0.77,0.35
"4534",4534,64,5,5,44,1,NA,NA,NA,NA,NA,NA,NA
"4535",4535,64,5,6,45,0,0.24,0.3,0.16,0.22,0.62,0.27,0.72
"4536",4536,64,5,7,46,0,0.16,0.28,0.39,0,0.71,0.26,0.6
"4537",4537,64,5,8,47,0,0.25,0.28,0.34,0.25,0.74,0.61,0.63
"4538",4538,64,5,9,48,0,0.2,0.21,0.77,0.2,0.7,0.07,0.97
"4539",4539,64,5,10,49,0,0.28,0.26,0.63,0.18,0.29,0.19,0.13
"4540",4540,64,6,1,50,0,0.33,0.2,0.27,0.14,0.28,0.2,0.17
"4541",4541,64,6,2,51,0,0,0.23,0.22,0.26,0.24,0.16,0.3
"4542",4542,64,6,3,52,0,0,0.32,0.07,0.18,0.25,0.35,0.31
"4543",4543,64,6,4,53,0,0.16,0.26,0.13,0.1,0,0.21,0.64
"4544",4544,64,6,5,54,1,NA,NA,NA,NA,NA,NA,NA
"4545",4545,64,6,6,55,0,0.06,0.57,0.69,0.18,0.26,0.33,0.28
"4546",4546,64,6,7,56,0,0.41,0.4,0,0.18,0.29,0.37,0.35
"4547",4547,64,6,8,57,0,0,0.71,0.65,0,0.25,0.01,0.15
"4548",4548,64,6,9,58,0,0.25,0.32,0.16,0.3,0.34,0.28,0.32
"4549",4549,64,6,10,59,0,0.18,1,0.24,0.28,0.07,0.11,0.2
"4550",4550,64,6,11,60,0,0.19,0.74,0.02,0.1,0,0.09,0.11
"4551",4551,64,7,1,61,0,0.24,0.62,0.26,0.27,0.31,0,0.22
"4552",4552,64,7,2,62,0,0,0.6,0.36,0.12,0.17,0.36,0.19
"4553",4553,64,7,3,63,0,0,0.37,0.09,0,0.03,0.23,0.08
"4554",4554,64,7,4,64,0,0.06,0.24,0,0.2,0.14,0.14,0
"4555",4555,64,7,5,65,0,0.18,0.16,0.05,0.28,0.72,0.19,0.64
"4556",4556,64,7,6,66,0,0.02,0.25,0.32,0.23,0.3,0.2,0.73
"4557",4557,64,7,7,67,1,NA,NA,NA,NA,NA,NA,NA
"4558",4558,64,7,8,68,0,0.24,0.16,0.31,0.15,0.69,0.3,0.25
"4559",4559,64,7,9,69,0,0.2,0,0.16,0.23,0.28,0,0.67
"4560",4560,64,7,10,70,0,0.19,0.14,0.04,0,0.82,0,0.35
"4561",4561,64,8,1,71,0,0.09,0.2,0.1,0.1,0.18,0,0.18
"4562",4562,65,1,1,0,0,0.09,0.16,0.13,0,0.79,0.87,0.73
"4563",4563,65,1,2,1,0,0,0.19,0.2,0.34,0.63,0.81,0.62
"4564",4564,65,1,3,2,0,0.12,0.6,0,0.17,0.59,0.61,0.72
"4565",4565,65,1,4,3,0,0.13,0.05,0.2,0,0.81,0.85,0.79
"4566",4566,65,1,5,4,0,0,0.6,0,0,0.87,0.86,0.85
"4567",4567,65,1,6,5,0,0.02,0,0,0,0.58,0.79,0.57
"4568",4568,65,1,7,6,0,0.12,0.17,0.32,0.24,0.46,0.57,0.6
"4569",4569,65,1,8,7,0,0.42,0.27,0.44,0.28,0.55,0.58,0.46
"4570",4570,65,2,1,8,0,0,0,0,0,0.85,0.89,0.68
"4571",4571,65,2,2,9,0,0,0,0,0,0.95,0.83,0.91
"4572",4572,65,2,3,10,0,0,0,0,0,0.43,0.96,1
"4573",4573,65,2,4,11,0,0,0,0,0,0.9,1,0.64
"4574",4574,65,2,5,12,0,0,0,0,0,0.73,1,0.75
"4575",4575,65,2,6,13,0,0,0,0,0,0.78,0.74,0.96
"4576",4576,65,2,7,14,0,0,0,0,0,0.71,0.67,0.74
"4577",4577,65,2,8,15,0,0.07,0,0,0,0.93,0.91,0.71
"4578",4578,65,2,9,16,0,0,0.07,0,0,0.63,1,0.63
"4579",4579,65,2,10,17,1,NA,NA,NA,NA,NA,NA,NA
"4580",4580,65,3,1,18,0,0.38,0,0,0,0.62,0.65,0.55
"4581",4581,65,3,2,19,0,0,0,0,0,0.75,1,0.86
"4582",4582,65,3,3,20,1,NA,NA,NA,NA,NA,NA,NA
"4583",4583,65,3,4,21,0,0.43,0,0.03,0,0.66,0.63,0.66
"4584",4584,65,3,5,22,0,0.2,0.52,0.01,0.21,0.58,0.6,0.57
"4585",4585,65,3,6,23,1,NA,NA,NA,NA,NA,NA,NA
"4586",4586,65,3,7,24,0,0,0,0.16,0.13,0.71,0.71,0.62
"4587",4587,65,3,8,25,0,0,0,0,0.61,0.36,0.69,0.49
"4588",4588,65,3,9,26,0,0,0,0,0,0.68,0.81,0.74
"4589",4589,65,4,1,27,0,0,0,0,0,0.69,0.86,0.7
"4590",4590,65,4,2,28,0,0.1,0.14,0.05,0.09,0.74,0.77,0.74
"4591",4591,65,4,3,29,0,0.05,0.07,0.02,0,0.81,0.81,0.81
"4592",4592,65,4,4,30,0,0,0,0,0.01,1,0.95,0.82
"4593",4593,65,4,5,31,0,0,0,0,0,0.97,0.79,0.84
"4594",4594,65,4,6,32,0,0.07,0.05,0.05,0,0.81,0.9,0.72
"4595",4595,65,4,7,33,0,0.09,0,0.15,0,0.77,0.86,0.71
"4596",4596,65,4,8,34,0,0.09,0.13,0.11,0.04,0.81,0.85,0.76
"4597",4597,65,4,9,35,0,0,0,0,0,0.91,0.92,0.88
"4598",4598,65,4,10,36,1,NA,NA,NA,NA,NA,NA,NA
"4599",4599,65,5,1,37,0,0,0,0.01,0,0.7,0.9,0.71
"4600",4600,65,5,2,38,0,0.15,0.18,0.08,0.07,0.81,0.72,0.7
"4601",4601,65,5,3,39,0,0.27,0,0,0.15,0.62,0.64,0.63
"4602",4602,65,5,4,40,0,0.08,0.33,0.13,0.19,0.64,0.6,0.6
"4603",4603,65,5,5,41,0,0.08,0,0,0.07,0.63,0.99,0.48
"4604",4604,65,5,6,42,1,NA,NA,NA,NA,NA,NA,NA
"4605",4605,65,5,7,43,0,0.54,0,0,0,0.5,0.32,0.54
"4606",4606,65,5,8,44,0,0,0,0,0,0.66,0.71,0.61
"4607",4607,65,5,9,45,0,0,0.02,0.01,0,0.71,0.72,0.7
"4608",4608,65,5,10,46,1,NA,NA,NA,NA,NA,NA,NA
"4609",4609,65,6,1,47,1,NA,NA,NA,NA,NA,NA,NA
"4610",4610,65,6,2,48,1,NA,NA,NA,NA,NA,NA,NA
"4611",4611,65,6,3,49,0,0,0,0,0,0.62,0.55,0.65
"4612",4612,65,7,1,50,0,0,0,0,0,0.68,1,0.68
"4613",4613,65,7,2,51,0,0,0,0,0,0.63,0.65,0.64
"4614",4614,65,7,3,52,0,0,0,0.51,0.08,0.64,0.73,0.68
"4615",4615,65,7,4,53,0,0,0,0,0,0.76,0.65,0.62
"4616",4616,65,7,5,54,0,0.51,0,0,0,0.51,0,0.59
"4617",4617,65,7,6,55,0,0,0,0.01,0.42,0.46,0.49,0.51
"4618",4618,65,7,7,56,0,0,0,0,0,0.65,0.67,0.65
"4619",4619,65,7,8,57,1,NA,NA,NA,NA,NA,NA,NA
"4620",4620,65,7,9,58,0,0,0.09,0.11,0.04,0.47,0.64,0.52
"4621",4621,65,7,10,59,1,NA,NA,NA,NA,NA,NA,NA
"4622",4622,65,8,1,60,1,NA,NA,NA,NA,NA,NA,NA
"4623",4623,65,8,2,61,0,0,0,0.4,0,0.46,0.33,0.45
"4624",4624,65,8,3,62,1,NA,NA,NA,NA,NA,NA,NA
"4625",4625,66,1,1,0,0,0,0,0,0.21,0.82,0.78,0.72
"4626",4626,66,1,2,1,0,0,0.77,0.27,0.26,0.36,0.21,0.28
"4627",4627,66,1,3,2,0,0.08,0.74,0.07,0.05,0.94,0.4,0.62
"4628",4628,66,1,4,3,0,0.02,0.82,0.75,0.04,0.81,0.29,0.6
"4629",4629,66,1,5,4,0,0,0.79,0.38,0.07,0.58,0.12,0.34
"4630",4630,66,1,6,5,0,0.11,0.72,0.76,0.52,0.4,0.7,0.65
"4631",4631,66,1,7,6,0,0.02,0.74,0.37,0.11,0.63,0.61,0.42
"4632",4632,66,1,8,7,0,0,0.7,0.11,0,0.7,0.75,0.66
"4633",4633,66,2,1,8,0,0,0.6,0.23,0,0.74,0.78,0.79
"4634",4634,66,2,2,9,0,0,0.59,0.16,0.28,0.75,0.74,0.67
"4635",4635,66,2,3,10,0,0,0.24,0.29,0,0.82,0.82,0.65
"4636",4636,66,2,4,11,0,0,0.65,0.17,0.14,0.65,0.71,0.66
"4637",4637,66,2,5,12,0,0.03,0,0.29,0.15,0.7,0.67,0.64
"4638",4638,66,2,6,13,0,0,0.78,0.26,0.56,0.73,0.57,0.64
"4639",4639,66,2,7,14,0,0,0.6,0.65,0.05,0.29,0.4,0.63
"4640",4640,66,2,8,15,0,0,0.65,0.59,0.7,0.75,0.61,0.55
"4641",4641,66,2,9,16,0,0,0.86,0.31,0.6,0.32,0.45,0.59
"4642",4642,66,2,10,17,0,0.19,0.1,0.67,0.01,0.6,0.88,0.54
"4643",4643,66,2,11,18,1,NA,NA,NA,NA,NA,NA,NA
"4644",4644,66,3,1,19,0,0.05,0.77,0.35,0.67,0.46,0.6,0.63
"4645",4645,66,3,2,20,0,0,0.34,0.17,0.27,0.69,0.7,0.61
"4646",4646,66,3,3,21,0,0.24,0.65,0.3,0.13,0.42,0.56,0.61
"4647",4647,66,3,4,22,0,0.03,0.17,0.13,0.3,0.39,0.6,0.45
"4648",4648,66,3,5,23,0,0,0.23,0.2,0.11,0.74,0.66,0.6
"4649",4649,66,3,6,24,0,0.1,0.77,0.2,0.02,0.68,0.77,0.7
"4650",4650,66,3,7,25,0,0.01,0.24,0.66,0.16,0.83,0.26,0.68
"4651",4651,66,3,8,26,0,0,0.62,0.22,0.06,0.73,0.8,0.67
"4652",4652,66,3,9,27,1,NA,NA,NA,NA,NA,NA,NA
"4653",4653,66,3,10,28,0,0,0.01,0.19,0.31,0.71,0.85,0.63
"4654",4654,66,4,1,29,0,0,0.59,0,0,0.68,0.69,0.65
"4655",4655,66,4,2,30,1,NA,NA,NA,NA,NA,NA,NA
"4656",4656,66,4,3,31,0,0,0.16,0.09,0.1,0.79,0.72,0.7
"4657",4657,66,4,4,32,0,0,0.58,0.81,0.27,0.71,0.68,0.71
"4658",4658,66,4,5,33,1,NA,NA,NA,NA,NA,NA,NA
"4659",4659,66,4,6,34,0,0.07,0.16,0.2,0.17,0.66,0.77,0.63
"4660",4660,66,4,7,35,0,0.14,0.27,0.24,0.19,0.68,NA,0.25
"4661",4661,66,4,8,36,0,0.06,0.16,0.32,0.15,0.78,0.83,0.7
"4662",4662,66,4,9,37,0,0.04,0.67,0.74,0.02,0.9,0.84,0.84
"4663",4663,66,5,1,38,0,0.28,0.3,0.26,0.03,0.39,0.07,0.63
"4664",4664,66,5,2,39,0,0,0.76,0.73,0.15,0.17,0.59,0.29
"4665",4665,66,5,3,40,0,0.08,0.97,0.63,0.13,0.63,0.23,0.62
"4666",4666,66,5,4,41,1,NA,NA,NA,NA,NA,NA,NA
"4667",4667,66,5,5,42,0,0,0.65,0.64,0.28,0.18,0.49,0.26
"4668",4668,66,5,6,43,0,0.26,0.6,0.06,0.02,0.36,0.59,0.3
"4669",4669,66,5,7,44,0,0.21,0.37,0.32,0.31,0.64,0.67,0.65
"4670",4670,66,5,8,45,0,0.23,0.3,0.42,0.58,0.41,0.53,0.29
"4671",4671,66,5,9,46,1,NA,NA,NA,NA,NA,NA,NA
"4672",4672,66,5,10,47,0,0.01,0.66,0.63,0.4,0.77,0.63,0.63
"4673",4673,66,5,11,48,0,0.1,0.63,0.31,0.35,0.64,0.71,0.57
"4674",4674,66,5,12,49,0,0.03,0.6,0.27,0,0.66,0.63,0.6
"4675",4675,66,6,1,50,0,0,0.62,0.64,0.38,0.5,0.68,0.6
"4676",4676,66,6,2,51,0,0.02,0.3,0.29,0.19,0.66,0.59,0.19
"4677",4677,66,6,3,52,0,0.11,0.77,0.31,0,0.64,0.91,0.65
"4678",4678,66,6,4,53,0,0.02,0.63,0.59,0,0.66,0.69,0.61
"4679",4679,66,6,5,54,0,0.01,0.67,0.61,0.18,0.25,0.67,0.7
"4680",4680,66,6,6,55,0,0.04,0.62,0.08,0.23,0.63,0.68,0.66
"4681",4681,66,6,7,56,1,NA,NA,NA,NA,NA,NA,NA
"4682",4682,66,6,8,57,0,0,0.71,0.7,0.05,0.37,0.67,0.62
"4683",4683,66,6,9,58,0,0,0.62,0.83,0.18,0.67,0.73,0.78
"4684",4684,66,6,10,59,1,NA,NA,NA,NA,NA,NA,NA
"4685",4685,66,7,1,60,0,0.19,0.68,0.65,0.17,0.7,0.63,0.63
"4686",4686,66,7,2,61,0,0,0.65,0.68,0.23,0.69,0.73,0.67
"4687",4687,67,1,1,0,0,0.16,0.14,0.26,0.2,0.53,0.7,0.82
"4688",4688,67,1,2,1,1,NA,NA,NA,NA,NA,NA,NA
"4689",4689,67,1,3,2,0,0.12,0.11,0.18,0.09,1,0.88,0.83
"4690",4690,67,1,4,3,0,0.22,0.71,0.65,0.65,0.35,0.37,0.41
"4691",4691,67,1,5,4,0,0.62,0.44,0.78,0.48,0.44,0.56,0.41
"4692",4692,67,2,1,5,0,0.25,0.72,0.17,0.19,0.57,0.63,0.7
"4693",4693,67,2,2,6,0,0.16,0.65,0.41,0.2,0.59,0.5,0.83
"4694",4694,67,2,3,7,0,0.48,0.65,0.25,0.28,0.48,0.59,0.41
"4695",4695,67,2,4,8,0,0.32,0.79,0.66,0.22,0.58,0.22,0.52
"4696",4696,67,2,5,9,0,0.75,0.85,0.87,0.57,0.45,0.17,0.35
"4697",4697,67,2,6,10,0,0.75,0.97,0.86,0.64,0.29,0.06,0.25
"4698",4698,67,2,7,11,0,0.7,0.85,0.66,0.25,0.42,0.17,0.17
"4699",4699,67,2,8,12,0,0.14,0.67,0.68,0.14,0.79,0.42,0.6
"4700",4700,67,2,9,13,0,0.59,0.83,0.68,0.78,0.72,0.3,0.32
"4701",4701,67,2,10,14,1,NA,NA,NA,NA,NA,NA,NA
"4702",4702,67,3,1,15,0,0.09,0.37,0.12,0.09,0.91,0.76,0.78
"4703",4703,67,3,2,16,0,0.14,0.55,0.26,0.15,0.71,0.76,0.7
"4704",4704,67,3,3,17,0,0.03,0.15,0.16,0,1,0.85,0.8
"4705",4705,67,3,4,18,1,NA,NA,NA,NA,NA,NA,NA
"4706",4706,67,3,5,19,0,0.16,0.28,0.15,0.11,0.87,0.87,0.83
"4707",4707,67,3,6,20,0,0.66,0.83,0.65,0.5,0.45,0.17,0.41
"4708",4708,67,3,7,21,0,0.45,0.79,0.47,0.35,0.55,0.42,0.55
"4709",4709,67,3,8,22,0,0.15,0.67,0.19,0.17,0.86,0.36,0.5
"4710",4710,67,3,9,23,0,0.58,0.85,0.34,0.63,0.36,0.22,0.31
"4711",4711,67,4,1,24,0,0.17,0.57,0.19,0.29,0.59,0.46,0.51
"4712",4712,67,4,2,25,0,0.17,0.16,0.17,0.18,0.54,0.8,0.57
"4713",4713,67,4,3,26,0,0.16,0.36,0.24,0.15,0.71,0.44,0.63
"4714",4714,67,4,4,27,0,0.34,0.69,0.36,0.33,0.54,0.38,0.35
"4715",4715,67,4,5,28,0,0.63,0.68,0.39,0.37,0.62,0.33,0.39
"4716",4716,67,4,6,29,0,0.32,0.62,0.22,0.32,0.47,0.44,0.35
"4717",4717,67,4,7,30,0,0.19,0.32,0.25,0.18,0.74,0.65,0.5
"4718",4718,67,4,8,31,0,0.16,0.29,0.2,0.29,0.61,0.73,0.34
"4719",4719,67,4,9,32,1,NA,NA,NA,NA,NA,NA,NA
"4720",4720,67,4,10,33,0,0.83,0.67,0.26,0.44,0.48,0.24,0.44
"4721",4721,67,4,11,34,0,0.53,0.65,0.28,0.73,0.31,0.52,0.42
"4722",4722,67,5,1,35,0,0.52,0.71,0.18,0.39,0.51,0.33,0.52
"4723",4723,67,5,2,36,1,NA,NA,NA,NA,NA,NA,NA
"4724",4724,67,5,3,37,1,NA,NA,NA,NA,NA,NA,NA
"4725",4725,67,5,4,38,0,1,0.69,0.21,0.86,0.13,0.21,0.33
"4726",4726,67,5,5,39,0,0.68,0.45,0.29,0.78,0.2,0.56,0.33
"4727",4727,67,5,6,40,0,0.57,0.43,0.34,0.9,0.37,0.63,0.42
"4728",4728,67,5,7,41,0,0.3,0.44,0.41,0.27,0.67,0.62,0.5
"4729",4729,67,5,8,42,0,0.67,0.66,0.62,0.85,0.45,0.57,0.45
"4730",4730,67,5,9,43,1,NA,NA,NA,NA,NA,NA,NA
"4731",4731,67,5,10,44,0,0.6,0.37,0.54,0.74,0.33,0.63,0.44
"4732",4732,67,6,1,45,1,NA,NA,NA,NA,NA,NA,NA
"4733",4733,67,6,2,46,1,NA,NA,NA,NA,NA,NA,NA
"4734",4734,67,6,3,47,0,0.21,0.2,0.17,0.22,0.8,0.78,0.76
"4735",4735,67,6,4,48,0,0.24,0.34,0.41,0.21,0.7,0.7,0.64
"4736",4736,67,6,5,49,0,0.35,0.33,0.35,0.24,0.67,0.65,0.6
"4737",4737,67,6,6,50,0,0.56,0.6,0.56,0.33,0.37,0.35,0.48
"4738",4738,67,6,7,51,0,0.16,0.33,0.26,0.28,0.62,0.65,0.68
"4739",4739,67,6,8,52,0,0.62,0.66,0.32,0.39,0.51,0.43,0.43
"4740",4740,67,6,9,53,0,0.2,0.26,0.49,0.25,0.75,0.77,0.72
"4741",4741,67,6,10,54,0,0.62,0.4,0.54,0.16,0.5,0.53,0.59
